User ID,Site Code,Display Name,Rank,Role,City,Province,Role,Region,Branch
5108,5108,5108 - EIGER Adventure Store Mega Mall Pontianak,5108 - EIGER Adventure Store Mega Mall Pontianak Store Head,Store,KOTA PONTIANAK,KALIMANTAN BARAT,Store,REGION 5,IBT 1
2316,2316,2316 - EIGER Adventure Store Jamin Ginting Kabanjahe,2316 - EIGER Adventure Store Jamin Ginting Kabanjahe Store Head,Store,KABUPATEN KARO,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
7014,7014,7014 - EIGER Adventure Store Soekarno Solo Baru Sukoharjo,7014 - EIGER Adventure Store Soekarno Solo Baru Sukoharjo Store Head,Store,KABUPATEN SUKOHARJO,JAWA TENGAH,Store,REGION 3,JAWA TENGAH 1
7038,7038,7038 - EIGER Adventure Store Jen.Sudirman Lubuk Pakam,7038 - EIGER Adventure Store Jen.Sudirman Lubuk Pakam Store Head,Store,KABUPATEN DELI SERDANG,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2308,2308,2308 - EIGER Adventure Store Akhmad Muksin Tenggarong,2308 - EIGER Adventure Store Akhmad Muksin Tenggarong Store Head,Store,KABUPATEN KUTAI KERTANEGARA,KALIMANTAN TIMUR,Store,REGION 5,IBT 1
2337,2337,2337 - EIGER Adventure Store Pluit Tanjungpriok,2337 - EIGER Adventure Store Pluit Tanjungpriok Store Head,Store,KOTA JAKARTA UTARA,DKI JAKARTA,Store,REGION 1,DKI 1
2229,2229,2229 - EIGER Adventure Store Soekarno Hatta Bima,2229 - EIGER Adventure Store Soekarno Hatta Bima Store Head,Store,KOTA BIMA,NTB,Store,REGION 5,IBT 3
7005,7005,7005 - EIGER Adventure Store Pemuda Klaten,7005 - EIGER Adventure Store Pemuda Klaten Store Head,Store,KABUPATEN KLATEN,JAWA TENGAH,Store,REGION 3,JAWA TENGAH 1
2330,2330,2330 - EIGER Adventure Store Cemengkalang Sidoarjo,2330 - EIGER Adventure Store Cemengkalang Sidoarjo Store Head,Store,KABUPATEN SIDOARJO,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
5164,5164,5164 - EIGER Adventure Store Blok M Plaza Kebayoran Baru,5164 - EIGER Adventure Store Blok M Plaza Kebayoran Baru Store Head,Store,KOTA JAKARTA SELATAN,DKI JAKARTA,Store,REGION 1,DKI 1
5162,5162,5162 - EIGER Tactical Store Cijantung Cakung,5162 - EIGER Tactical Store Cijantung Cakung Store Head,Store,KOTA JAKARTA TIMUR,DKI JAKARTA,Store,REGION 1,DKI 2
7039,7039,7039 - EIGER Adventure Store Hasanuddin Samarinda,7039 - EIGER Adventure Store Hasanuddin Samarinda Store Head,Store,KOTA DEPOK,JAWA BARAT,Store,REGION 1,DKI 4
2140,2140,2140 - EIGER Adventure Store Sriwijaya Tanjung Pandan,2140 - EIGER Adventure Store Sriwijaya Tanjung Pandan Store Head,Store,KABUPATEN BELITUNG,KEP. BANGKA BELITUNG,Store,REGION 2,SUMATERA 1
2196,2196,2196 - EIGER Adventure Store Cokroaminoto Kisaran,2196 - EIGER Adventure Store Cokroaminoto Kisaran Store Head,Store,KABUPATEN ASAHAN,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2016,2016,2016 - EIGER Adventure Store Teuku Umar Denpasar,2016 - EIGER Adventure Store Teuku Umar Denpasar Store Head,Store,KOTA DENPASAR,BALI,Store,REGION 5,IBT 3
2244,2244,2244 - EIGER Adventure Store A.Yani Balikpapan,2244 - EIGER Adventure Store A.Yani Balikpapan Store Head,Store,KOTA BALIKPAPAN,KALIMANTAN TIMUR,Store,REGION 5,IBT 1
2438,2438,2438 - EIGER Adventure Store D I Panjaitan Tarutung,2438 - EIGER Adventure Store D I Panjaitan Tarutung Store Head,Store,KABUPATEN TAPANULI UTARA,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2045,2045,2045 - EIGER Adventure Store A.Yani Ambon,2045 - EIGER Adventure Store A.Yani Ambon Store Head,Store,KOTA AMBON,MALUKU,Store,REGION 5,IBT 4
2269,2269,2269 - EIGER Adventure Store Kalimalang Cakung,2269 - EIGER Adventure Store Kalimalang Cakung Store Head,Store,KOTA JAKARTA TIMUR,DKI JAKARTA,Store,REGION 1,DKI 2
2313,2313,2313 - EIGER Adventure Store Siliwangi Cirebon,2313 - EIGER Adventure Store Siliwangi Cirebon Store Head,Store,KOTA CIREBON,JAWA BARAT,Store,REGION 2,JAWA BARAT 3
2015,2015,2015 - EIGER Adventure Store Dr Cipto CSB Cirebon,2015 - EIGER Adventure Store Dr Cipto CSB Cirebon Store Head,Store,KOTA CIREBON,JAWA BARAT,Store,REGION 2,JAWA BARAT 3
2422,2422,2422 - EIGER Adventure Store Pagar Alam Bandar Lampung,2422 - EIGER Adventure Store Pagar Alam Bandar Lampung Store Head,Store,KOTA BANDAR LAMPUNG,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
2278,2278,2278 - EIGER Adventure Store Jen.Sudirman Bantul,2278 - EIGER Adventure Store Jen.Sudirman Bantul Store Head,Store,KABUPATEN BANTUL,DIY,Store,REGION 3,JAWA TENGAH 1
2219,2219,2219 - EIGER Adventure Store Raya Mastrip Surabaya,2219 - EIGER Adventure Store Raya Mastrip Surabaya Store Head,Store,KOTA SURABAYA,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2270,2270,2270 - EIGER Adventure Store Trunojoyo Bangkalan,2270 - EIGER Adventure Store Trunojoyo Bangkalan Store Head,Store,KABUPATEN BANGKALAN,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
7027,7027,7027 - EIGER Adventure Store Diponegoro Surabaya,7027 - EIGER Adventure Store Diponegoro Surabaya Store Head,Store,KOTA SURABAYA,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2387,2387,2387 - EIGER Adventure Store Surapati Bandung,2387 - EIGER Adventure Store Surapati Bandung Store Head,Store,KOTA BANDUNG,JAWA BARAT,Store,REGION 2,JAWA BARAT 2
2302,2302,2302 - EIGER Adventure Store Juanda Karawang,2302 - EIGER Adventure Store Juanda Karawang Store Head,Store,KABUPATEN KARAWANG,JAWA BARAT,Store,REGION 2,JAWA BARAT 4
9013,9013,9013-BAZ PALEMBANG SQUARE,9013-BAZ PALEMBANG SQUARE Store Head,Store,KOTA PALEMBANG,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
2263,2263,2263 - EIGER Adventure Store Yos Sudarso Sanggatta,2263 - EIGER Adventure Store Yos Sudarso Sanggatta Store Head,Store,KABUPATEN KUTAI TIMUR,KALIMANTAN TIMUR,Store,REGION 5,IBT 1
2356,2356,2356 - EIGER Adventure Store Ngurah Rai Sanur Denpasar,2356 - EIGER Adventure Store Ngurah Rai Sanur Denpasar Store Head,Store,KOTA DENPASAR,BALI,Store,REGION 5,IBT 3
2187,2187,2187 - EIGER Adventure Store Cinere Depok,2187 - EIGER Adventure Store Cinere Depok Store Head,Store,KOTA DEPOK,JAWA BARAT,Store,REGION 1,DKI 4
7026,7026,7026 - EIGER Adventure Store Kopo Bihbul Bandung,7026 - EIGER Adventure Store Kopo Bihbul Bandung Store Head,Store,KABUPATEN BANDUNG,JAWA BARAT,Store,REGION 2,JAWA BARAT 4
2404,2404,2404 - Eiger Store Veteran Bojonegoro,2404 - Eiger Store Veteran Bojonegoro Store Head,Store,KABUPATEN BOJONEGORO,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 3
7020,7020,7020 - EIGER Adventure Store Sunan Drajat Lamongan,7020 - EIGER Adventure Store Sunan Drajat Lamongan Store Head,Store,KABUPATEN LAMONGAN,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 3
2191,2191,2191 - EIGER Adventure Store Transyogi Cibubur Cibinong,2191 - EIGER Adventure Store Transyogi Cibubur Cibinong Store Head,Store,KABUPATEN BOGOR,JAWA BARAT,Store,REGION 1,DKI 4
7010,7010,7010 - EIGER Adventure Store Abdurahman Saleh Sumedang,7010 - EIGER Adventure Store Abdurahman Saleh Sumedang Store Head,Store,KABUPATEN SUMEDANG,JAWA BARAT,Store,REGION 2,JAWA BARAT 3
2273,2273,2273 - EIGER Adventure Store Pb Sudirman Situbondo,2273 - EIGER Adventure Store Pb Sudirman Situbondo Store Head,Store,KABUPATEN SITUBONDO,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 2
2260,2260,2260 - EIGER Adventure Store Pahlawan Kusuma Kediri,2260 - EIGER Adventure Store Pahlawan Kusuma Kediri Store Head,Store,KABUPATEN KEDIRI,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 3
7028,7028,7028 - EIGER Adventure Store Wisma Asri Bekasi,7028 - EIGER Adventure Store Wisma Asri Bekasi Store Head,Store,KOTA BEKASI,JAWA BARAT,Store,REGION 1,DKI 2
2172,2172,2172 - EIGER Adventure Store Cibarusah Bekasi,2172 - EIGER Adventure Store Cibarusah Bekasi Store Head,Store,KABUPATEN BEKASI,JAWA BARAT,Store,REGION 1,DKI 2
2188,2188,2188 - EIGER Adventure Store Jatibening Bekasi,2188 - EIGER Adventure Store Jatibening Bekasi Store Head,Store,KOTA BEKASI,JAWA BARAT,Store,REGION 1,DKI 2
2318,2318,2318 - EIGER Adventure Store Diponegoro Brebes,2318 - EIGER Adventure Store Diponegoro Brebes Store Head,Store,KABUPATEN BREBES,JAWA TENGAH,Store,REGION 3,JAWA TENGAH 2
2070,2070,2070 - EIGER Adventure Store Cokroaminoto Yogyakarta,2070 - EIGER Adventure Store Cokroaminoto Yogyakarta Store Head,Store,KOTA YOGYAKARTA,DIY,Store,REGION 3,JAWA TENGAH 1
2325,2325,2325 - EIGER Adventure Store Sudirman The Hok Jambi,2325 - EIGER Adventure Store Sudirman The Hok Jambi Store Head,Store,KOTA JAMBI,JAMBI,Store,REGION 3,SUMATERA 2
2099,2099,2099 - EIGER Adventure Store Diponegoro TulungAgung,2099 - EIGER Adventure Store Diponegoro TulungAgung Store Head,Store,KABUPATEN TULUNGANGUNG,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 2
2317,2317,2317 - EIGER Adventure Store Raya Manado Bitung,2317 - EIGER Adventure Store Raya Manado Bitung Store Head,Store,KOTA BITUNG,SULAWESI UTARA,Store,REGION 5,IBT 4
5159,5159,5159 - EIGER Adventure Store AEON Mall Sentul Cibinong,5159 - EIGER Adventure Store AEON Mall Sentul Cibinong Store Head,Store,KABUPATEN BOGOR,JAWA BARAT,Store,REGION 1,DKI 4
2279,2279,2279 - EIGER Adventure Store Simpang Empat Bireuen,2279 - EIGER Adventure Store Simpang Empat Bireuen Store Head,Store,KABUPATEN BIREUEN,ACEH,Store,REGION 3,SUMATERA 3
2246,2246,2246 - EIGER Adventure Store Sawojajar Malang,2246 - EIGER Adventure Store Sawojajar Malang Store Head,Store,KOTA MALANG,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 2
2057,2057,2057 - EIGER Adventure Store Damar Padang,2057 - EIGER Adventure Store Damar Padang Store Head,Store,KOTA PADANG,SUMATERA BARAT,Store,REGION 3,SUMATERA 2
2352,2352,2352 - EIGER Adventure Store A.Yani Martapura Banjar,2352 - EIGER Adventure Store A.Yani Martapura Banjar Store Head,Store,KABUPATEN BANJAR,KALIMANTAN SELATAN,Store,REGION 5,IBT 1
2150,2150,2150 - EIGER Adventure Store Veteran Blitar,2150 - EIGER Adventure Store Veteran Blitar Store Head,Store,KOTA BLITAR,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 2
2434,2434,2434 - EIGER Adventure Store Trunojoyo Sumenep,2434 - EIGER Adventure Store Trunojoyo Sumenep Store Head,Store,KABUPATEN SUMENEP,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2243,2243,2243 - EIGER Adventure Store Batara Guru Bau-Bau,2243 - EIGER Adventure Store Batara Guru Bau-Bau Store Head,Store,KOTA BAUBAU,SULAWESI TENGGARA,Store,REGION 5,IBT 2
2432,2432,2432-EIGER Store S Ibrahim Tanah Grogot,2432-EIGER Store S Ibrahim Tanah Grogot Store Head,Store,KABUPATEN PASER,KALIMANTAN TIMUR,Store,REGION 5,IBT 1
2368,2368,2368 - EIGER Adventure Store Gunung Krakatau Medan,2368 - EIGER Adventure Store Gunung Krakatau Medan Store Head,Store,KOTA MEDAN,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
7050,7050,7050 - EIGER Adventure Store A.Yani Banjarbaru,7050 - EIGER Adventure Store A.Yani Banjarbaru Store Head,Store,KOTA BANJARBARU,KALIMANTAN SELATAN,Store,REGION 5,IBT 1
5069,5069,5069 - EIGER Adventure Store Royal Plaza Surabaya,5069 - EIGER Adventure Store Royal Plaza Surabaya Store Head,Store,KOTA SURABAYA,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2417,2417,2417 - Eiger Adventure Store Batoh Aceh,2417 - Eiger Adventure Store Batoh Aceh Store Head,Store,KOTA BANDA ACEH,ACEH,Store,REGION 3,SUMATERA 3
2364,2364,2364 - EIGER Adventure Store Zainul Arifin Stabat,2364 - EIGER Adventure Store Zainul Arifin Stabat Store Head,Store,KABUPATEN LANGKAT,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2319,2319,2319 - EIGER Adventure Store Magelang Sleman,2319 - EIGER Adventure Store Magelang Sleman Store Head,Store,KABUPATEN SLEMAN,DIY,Store,REGION 3,JAWA TENGAH 1
2373,2373,2373 - EIGER Adventure Store Ruslan Lahat,2373 - EIGER Adventure Store Ruslan Lahat Store Head,Store,KABUPATEN LAHAT,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
2349,2349,2349 - EIGER Adventure Store Kayu Agung Indralaya,2349 - EIGER Adventure Store Kayu Agung Indralaya Store Head,Store,KABUPATEN OGAN KOMERING ILIR,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
2345,2345,2345 - EIGER Adventure Store HB Yasin Gorontalo,2345 - EIGER Adventure Store HB Yasin Gorontalo Store Head,Store,KOTA GORONTALO,GORONTALO,Store,REGION 5,IBT 4
2320,2320,2320 - EIGER Adventure Store Juanda Medan,2320 - EIGER Adventure Store Juanda Medan Store Head,Store,KOTA MEDAN,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2365,2365,2365 - EIGER Adventure Store Cibinong Cibinong,2365 - EIGER Adventure Store Cibinong Cibinong Store Head,Store,KABUPATEN BOGOR,JAWA BARAT,Store,REGION 1,DKI 4
2240,2240,2240 - EIGER Adventure Store Citeureup Cibinong,2240 - EIGER Adventure Store Citeureup Cibinong Store Head,Store,KABUPATEN BOGOR,JAWA BARAT,Store,REGION 1,DKI 4
7042,7042,7042 - EIGER Adventure Store Perintis Daya Makassar,7042 - EIGER Adventure Store Perintis Daya Makassar Store Head,Store,KOTA MAKASSAR,SULAWESI SELATAN,Store,REGION 5,IBT 2
2324,2324,2324 - EIGER Adventure Store Majid Ibrahim Sigli,2324 - EIGER Adventure Store Majid Ibrahim Sigli Store Head,Store,KOTA SIGLI,ACEH,Store,REGION 3,SUMATERA 3
2199,2199,2199 - EIGER Adventure Store A.Yani Banjarmasin,2199 - EIGER Adventure Store A.Yani Banjarmasin Store Head,Store,KOTA BANJARMASIN,KALIMANTAN SELATAN,Store,REGION 5,IBT 1
2226,2226,2226 - EIGER Adventure Store Andi Makkasar Pare Pare,2226 - EIGER Adventure Store Andi Makkasar Pare Pare Store Head,Store,KOTA PAREPARE,SULAWESI SELATAN,Store,REGION 5,IBT 2
7044,7044,7044 - EIGER Adventure Store Pelalawan Pangkalan Kerinci,7044 - EIGER Adventure Store Pelalawan Pangkalan Kerinci Store Head,Store,KABUPATEN PELALAWAN,RIAU,Store,REGION 3,SUMATERA 2
2351,2351,2351 - EIGER Adventure Store SM Raja Balige,2351 - EIGER Adventure Store SM Raja Balige Store Head,Store,KABUPATEN TOBA,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
7031,7031,7031 - EIGER Adventure Store Rajawali Surabaya,7031 - EIGER Adventure Store Rajawali Surabaya Store Head,Store,KOTA SURABAYA,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2286,2286,2286 - EIGER Adventure Store Andi Djemma Palopo,2286 - EIGER Adventure Store Andi Djemma Palopo Store Head,Store,KOTA PALOPO,SULAWESI SELATAN,Store,REGION 5,IBT 2
2409,2409,2409 - EIGER Woman & Junior Store Manyar Surabaya,2409 - EIGER Woman & Junior Store Manyar Surabaya Store Head,Store,KOTA SURABAYA,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2343,2343,2343 - EIGER Adventure Store Datoe Binangkang Kotamobagu,2343 - EIGER Adventure Store Datoe Binangkang Kotamobagu Store Head,Store,KOTA KOTAMOBAGU,SULAWESI UTARA,Store,REGION 5,IBT 4
7055,7055,7055 - EIGER Store Soetta Balikpapan,7055 - EIGER Store Soetta Balikpapan Store Head,Store,KOTA BALIKPAPAN,KALIMANTAN TIMUR,Store,REGION 5,IBT 1
2431,2431,2431-EIGER Store Palopo Gorontalo,2431-EIGER Store Palopo Gorontalo Store Head,Store,KABUPATEN POHUWATO,GORONTALO,Store,REGION 5,IBT 2
2124,2124,2124 - EIGER Adventure Store A.Yani Waingapu,2124 - EIGER Adventure Store A.Yani Waingapu Store Head,Store,KABUPATEN SUMBA TIMUR,NTT,Store,REGION 5,IBT 3
9021,9021,9021-BAZ EG OL IBT,9021-BAZ EG OL IBT Store Head,Store,KOTA MAKASSAR,SULAWESI SELATAN,Store,REGION 5,IBT 2
2327,2327,2327 - EIGER Adventure Store Sukorejo Wonogiri,2327 - EIGER Adventure Store Sukorejo Wonogiri Store Head,Store,KABUPATEN WONOGIRI,JAWA TENGAH,Store,REGION 3,JAWA TENGAH 1
5112,5112,5112 - EIGER Adventure Store Q Mall Banjarbaru,5112 - EIGER Adventure Store Q Mall Banjarbaru Store Head,Store,KOTA BANJARMASIN,KALIMANTAN SELATAN,Store,REGION 5,IBT 1
2355,2355,2355 - EIGER Adventure Store Hasanudin Sumbawa Besar,2355 - EIGER Adventure Store Hasanudin Sumbawa Besar Store Head,Store,KABUPATEN SUMBAWA,NTB,Store,REGION 5,IBT 3
7046,7046,7046 - EIGER Adventure Store Simpang Empat Batulicin,7046 - EIGER Adventure Store Simpang Empat Batulicin Store Head,Store,KABUPATEN TANAH BUMBU,KALIMANTAN SELATAN,Store,REGION 5,IBT 1
7045,7045,7045 - EIGER Adventure Store Gatot Subroto Ende,7045 - EIGER Adventure Store Gatot Subroto Ende Store Head,Store,KABUPATEN ENDE,NTT,Store,REGION 5,IBT 3
2123,2123,2123 - EIGER Adventure Store Marelan Medan,2123 - EIGER Adventure Store Marelan Medan Store Head,Store,KOTA MEDAN,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
7030,7030,7030 - EIGER Adventure Store Sumur Putih Pamekasan,7030 - EIGER Adventure Store Sumur Putih Pamekasan Store Head,Store,KABUPATEN PAMEKASAN,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 1
2182,2182,2182 - EIGER Adventure Store Basuki Rahmat Tuban,2182 - EIGER Adventure Store Basuki Rahmat Tuban Store Head,Store,KABUPATEN TUBAN,JAWA TIMUR,Store,REGION 4,JAWA TIMUR 3
2375,2375,2375 - EIGER Adventure Store Lintas Sumatera Indralaya,2375 - EIGER Adventure Store Lintas Sumatera Indralaya Store Head,Store,KABUPATEN OGAN KOMERING ILIR,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
2363,2363,2363 - EIGER Adventure Store Percetakan Negara Jayapura,2363 - EIGER Adventure Store Percetakan Negara Jayapura Store Head,Store,KOTA JAYAPURA,PAPUA,Store,REGION 5,IBT 4
2384,2384,2384 - EIGER Adventure Store Jembrana Negara,2384 - EIGER Adventure Store Jembrana Negara Store Head,Store,KABUPATEN JEMBRANA,BALI,Store,REGION 5,IBT 3
2385,2385,2385 - EIGER Adventure Store Tanah Hitam Abepura Jayapura,2385 - EIGER Adventure Store Tanah Hitam Abepura Jayapura Store Head,Store,KOTA JAYAPURA,PAPUA,Store,REGION 5,IBT 4
2329,2329,2329 - EIGER Adventure Store Budi Utomo Timika,2329 - EIGER Adventure Store Budi Utomo Timika Store Head,Store,KABUPATEN MIMIKA,PAPUA,Store,REGION 5,IBT 4
2374,2374,2374 - EIGER Adventure Store Jen.Sudirman Prabumulih,2374 - EIGER Adventure Store Jen.Sudirman Prabumulih Store Head,Store,KOTA PRABUMULIH,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
2403,2403,2403 - EIGER Adventure Store Jen. A.Yani Pringsewu,2403 - EIGER Adventure Store Jen. A.Yani Pringsewu Store Head,Store,KABUPATEN PRINGSEWU,LAMPUNG,Store,REGION 2,SUMATERA 1
2347,2347,2347 - EIGER Adventure Store R.Suprapto Sibolga,2347 - EIGER Adventure Store R.Suprapto Sibolga Store Head,Store,KOTA SIBOLGA,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2186,2186,2186 - EIGER Adventure Store A.Yani Metro - Lampung,2186 - EIGER Adventure Store A.Yani Metro - Lampung Store Head,Store,KOTA METRO,LAMPUNG,Store,REGION 2,SUMATERA 1
2358,2358,2358 - EIGER Adventure Store Sudirman Padang Sidempuan,2358 - EIGER Adventure Store Sudirman Padang Sidempuan Store Head,Store,KOTA PADANGSIDIMPUAN,SUMATERA UTARA,Store,REGION 3,SUMATERA 3
2379,2379,2379 - EIGER Adventure Store Yos Sudarso Lubuk Linggau,2379 - EIGER Adventure Store Yos Sudarso Lubuk Linggau Store Head,Store,KOTA LUBUKLINGGAU,SUMATERA SELATAN,Store,REGION 2,SUMATERA 1
5158,5158,5158 - EIGER Adventure Store Bandara Soetta Tangerang,5158 - EIGER Adventure Store Bandara Soetta Tangerang Store Head,Store,KOTA TANGERANG,BANTEN,Store,REGION 1,DKI 3
2424,2424,2424 - EIGER Adventure Store Sukowati Sragen,2424 - EIGER Adventure Store Sukowati Sragen Store Head,Store,KABUPATEN SRAGEN,JAWA TENGAH,Store,REGION 3,JAWA TENGAH 1
2354,2354,2354 - EIGER Adventure Store Batang Bungo Muara Bungo,2354 - EIGER Adventure Store Batang Bungo Muara Bungo Store Head,Store,KABUPATEN BUNGO,JAMBI,Store,REGION 3,SUMATERA 2
2416,2416,2416 - EIGER Adventure Store Proklamator Gunung Sugih,2416 - EIGER Adventure Store Proklamator Gunung Sugih Store Head,Store,KABUPATEN TERBANGGI BESAR,LAMPUNG,Store,REGION 2,SUMATERA 1
5173,5173,5173 - EIGER Adventure Store Bencoolen Mall Bengkulu,5173 - EIGER Adventure Store Bencoolen Mall Bengkulu Store Head,Store,KOTA BENGKULU,BENGKULU,Store,REGION 2,SUMATERA 1
9009,9009,9009-BAZ EG MARGONDA DEPOK,9009-BAZ EG MARGONDA DEPOK Store Head,Store,KOTA DEPOK,JAWA BARAT,Store,REGION 1,DKI 4
2433,2433,2433 - EIGER Adventure Store Bhayangkara Ruteng,2433 - EIGER Adventure Store Bhayangkara Ruteng Store Head,Store,KABUPATEN MANGGARAI,NUSA TENGGARA TIMUR,Store,REGION 5,IBT 3
2342,2342,2342 - EIGER Adventure Store Brig. Katamso Wonosari,2342 - EIGER Adventure Store Brig. Katamso Wonosari Store Head,Store,KABUPATEN GUNUNG KIDUL,DIY,Store,REGION 3,JAWA TENGAH 1
2383,2383,2383 - EIGER Adventure Store Trikora Manokwari,2383 - EIGER Adventure Store Trikora Manokwari Store Head,Store,KABUPATEN MANOKWARI,PAPUA BARAT,Store,REGION 5,IBT 4
9008,9008,9008-BAZ EG EX BP OL JABAR V,9008-BAZ EG EX BP OL JABAR V Store Head,Store,KOTA BANDUNG,JAWA BARAT,Store,REGION 2,JAWA BARAT 1
9031,9031,9031-EAS BAZ SUM 02 3,9031-EAS BAZ SUM 02 3 Store Head,Store,KOTA PEKANBARU,RIAU,Store,REGION 3,SUMATERA 2
9004,9004,9004-BAZ EG EX BP OL III,9004-BAZ EG EX BP OL III Store Head,Store,KOTA BANDUNG,JAWA BARAT,Store,REGION 2,JAWA BARAT 1
9015,9015,9015-BAZ EG OL JABAR II,9015-BAZ EG OL JABAR II Store Head,Store,KOTA TASIKMALAYA,JAWA BARAT,Store,REGION 2,JAWA BARAT 2
2470,2470,2470 - EIGER ST H Basri Banjarmasin,2470 - EIGER ST H Basri Banjarmasin Store Head,Store,KOTA BANJARMASIN,KALIMANTAN SELATAN,Store,REGION 5,IBT 1
2482,2482,2482 - EIGER ST Gatot Subroto Banjarmasin,2482 - EIGER ST Gatot Subroto Banjarmasin Store Head,Store,KOTA BANJARMASIN,KALIMANTAN SELATAN,Store,REGION 5,IBT 1